UID	5m	10m	15m	20m	30m	40m	60m	80m
YJR041C	-2.05	-3.58	-3.27	-2.38	-2.19	-1.56	-0.69	-0.81
YJR042W		0.1		-0.01	0.08			
YJR043C	-0.77	-1.15	-1.32	-1.21	-1.17	-1.28	-0.23	-0.27
YJR044C	-0.15	0.87	1.04	0.4	0.68	0.65	-0.07	-0.22
YJR045C	0.91	0.81	1.78	1.43	1.23	0.77	0.82	0.57
YJR046W	1.4	1.68	1.39	0.46	0.49	0.74	0.59	0.42
YJR047C	0.04	-0.08	-0.31	-0.51	-0.86	-0.85	-0.64	-0.45
YJR048W	0.04	0.59	0.39	0.49	0.63	0.9	1.46	1.12
YJR049C	0.06	0.01	0.85	0.79	0.79	0.33	0.61	0.54
YJR050W	-0.19	-0.09	-0.27	-0.29	0.15	-0.25	-0.11	-0.04
YJR051W	-0.11	-0.16	0.57	0.43	0.4	-0.09	-0.09	0.01
YJR052W	-0.08	0.28	0.55	0.31	0.85	0.67	0.46	0.3
YJR053W	-0.35	-1.45	-0.98	-0.54	-0.76	-0.5	0.43	0.5
YJR054W	-0.57	-0.79	-0.92	-0.94	-0.97	-0.36	-0.08	0
YJR055W	-0.64	-1.14	-1.69	-1.22	-0.92	-0.75	-0.25	-0.25
YJR056C	-0.17	0.01	-0.15	-0.35	-0.27	-0.21	-0.12	0.16
YJR057W	-0.35	-0.41	-0.57	-0.31	-0.44	-0.47	0.15	0.15
YJR058C	-0.23	0.31	0.06	-0.46	-0.33	-0.56	-0.26	-0.19
YJR059W	1.58	1.82	2.43	2.46	1.94	1.12	1.02	1.06
YJR060W	0.1	-0.11	0.21	0.1	0.02	0.12	0.4	0.48
YJR061W	0.33	0.52	0.69	0.69	0.6	0.1	0.18	0.3
YJR062C	0.41	0.56	1.28	0.7	0.27	0.33	0.04	0.03
YJR063W	-1.52	-2.43	-2.85	-2.16	-1.99	-1.38	-0.4	-0.5
YJR064W	-0.41	-1.21	-0.81	-0.94	-0.69	-0.4	-0.36	-0.26
YJR065C	0.06	0.37	1.22	1.01	0.41	0.48	-0.02	-0.1
YJR066W	0.2	2.1	3.24	2.42	2.23	2.08	0.15	-0.09
YJR067C	0.65	0.62	0.6	-0.09	0.12	0.16	0.08	-0.15
YJR068W	-0.38	-0.52	-0.64	-0.76	-0.38	-0.16	0.3	0.1
YJR069C	-0.14	-0.66	-1.03	-0.96	-0.69	-0.86	0.07	0.36
YJR070C	-1.18	-3.51	-5.06	-4.85	-3.64	-1.87	-0.58	-0.79
YJR071W	-0.89	-2.94	-3.84	-2.87	-2.9	-1.84	-0.74	-0.51
YJR072C	-0.44	-0.76	-1.51	-1.71	-0.86	-0.37	0.37	0.32
YJR073C	0.34	1.8	2.52	2.47	2.42	2.14	1.3	0.82
YJR074W	-0.19	0.78	1.13	0.68	1.19	1.37	0.8	0.6
YJR075W	-0.27	-0.49	-0.45	-0.38	-0.46	-0.38	0.12	0.18
YJR076C	-0.41	-0.25	-0.23	-0.69	-0.29	-0.06	0.3	0.31
YJR077C	-0.54	-0.37	0.42	0.27	-0.09	0.46	0.15	0.32
YJR078W		1.32	1.16			0.68	1.61	1.73
YJR079W	-0.26	0.05	0.65	0.8	0.73	0.25	0.21	0.42
YJR080C	-0.1	0.19	0.69	0.8	0.73	0.15	0.08	0.17
YJR082C	-0.24	-0.58	-0.61	0.06	0.26	-0.02	0.37	0.75
YJR083C	0.45	0.17	-0.22	0.3	0.21	-0.11	0.13	0.52
YJR084W	-0.33	-0.47	0.06	0.15	-0.04	-0.4	-0.07	-0.1
YJR085C	0.24	1.03	1.05	1.05	1.05	0.97	0.5	0.48
YJR086W	0.34	0.5	0.22	0.81	0.63	-0.23	0.52	0.85
YJR087W	0.4	0.62	0.1	0.42	0.28	-0.08	0.26	0.62
YJR088C	0.1	0.06	0.21	0.58	0.32	-0.11	0.42	0.73
YJR089W	-0.35	-0.72	-0.64	-0.39	-0.47	-0.29	-0.18	0.14
YJR090C	-0.06	-0.57	0.29	0.4	0.03	-0.22	-0.12	0.16
YJR091C	0.7	0.63	1.78	1.2	0.95	0.94	0.25	0.16
YJR092W	0.22	-0.9	-0.19	-0.2	-0.36	-0.67	0.13	1.2
YJR093C	-0.52	-0.39	-0.18	-0.51	-0.4	-0.22	-0.32	-0.14
YJR094C	-0.18	-0.6	-0.37	-0.41	-0.49	-0.69	0.21	0.43
YJR094W-A	-0.15	-1.29	-1.79	-1.12	-0.94			
YJR095W			-0.34					
YJR096W	0.69	2.29	2.96	3.28	3.25	1.28	1.17	1.37
YJR097W	-1.77	-0.54	-2.42	-3.06	-2.22	-0.83	-0.26	-0.2
YJR098C	0.25	0.27	-0.04	0.18	-0.19	-1.36	-0.09	0.32
YJR099W	0.08	0.58	0.38	0.21	0.64	0.49	0.57	0.55
YJR100C	0.06	0.54	0.34	0.71	0.67	-0.32	0.31	0.54
YJR101W	-0.89	-0.09	-0.15	-0.71	-0.06	-0.01	-0.47	-0.69
YJR102C	-0.38	-0.58	-0.27	0.32	0.16	-0.18	-0.03	0.06
YJR103W	0.17	0.81	1.48	0.91	1.17	0.31	0.23	0.22
YJR104C	0.37	0.81	0.96	1.57	1.45	0.78	0.3	0.3
YJR105W	-0.07	-0.2	-0.29	-0.52	-0.57	-0.56	-0.11	0.07
YJR106W	0.11	-0.67	0.48	0.7	0.54	0.96	0.56	
YJR107W	0.01	0.61	0.71	0.59	0.8	0.59	0.44	0.57
YJR108W							-0.3	
YJR109C	-0.04	-1.33	0.19	0.19	0.34	0.15	-0.24	-0.17
YJR110W	0.62	-0.4		0.48	0.29		0.31	
YJR111C	-0.37	-0.73	-0.89	-1.09	-0.88	-0.89	-0.65	-1.12
YJR112W	0.33			-0.27	-1.51		0.57	-0.14
YJR113C	0.04	0.47	0.2	0.14	0.37	0.38	0.05	-0.28
YJR114W	-0.04	0.49	0.39	0.37	0.27	0.2	0.24	0.02
YJR115W	1.12	1.22	0.8		0.43	0.02	-0.29	-0.27
YJR116W	0.04	0.02	-0.29	-0.52	-0.85	-0.53	0.14	0.07
YJR117W	0.09	0.71	1	0.46	0.37	0.6	-0.05	-0.14
YJR118C	-0.08	-0.09	-0.22	-0.13	-0.4	-0.56	-0.37	-0.4
YJR119C	0.37		0.01		0.71		0.93	
YJR120W	-0.15	-0.17	0.51	0.35	0.08		0.36	-0.58
YJR121W	0.1	0.65	1.03	0.6	0.49	0.26	-0.19	-0.43
YJR122W	-0.29	0.18		0.87	0.94	0.46	0.06	0.03
YJR123W	-0.4	-1.17	-2	-2.61	-2.12	-1.56	-1.34	-1.22
YJR124C	-0.86	-1.95		-1.5	-1.5	-0.99	-0.85	-0.79
YJR125C	0.63	1.19	1.42	1.38	1.62	1	0.52	
YJR126C	-0.58	-1.33	0.13	0.3	-0.04	-0.34	-0.54	-0.97
YJR127C	1.21	0.74	1.56	1.23	1	0.35	0.73	0.81
YJR128W			-0.14		0.18		0.25	0.01
YJR129C	-0.63	-1.1	-1.09	-1.89	-1.36	-1.63	-0.04	-0.44
YJR130C	-0.07	-0.7	0.26	0.72	0.85	0.36	0.45	0.38
YJR131W	-0.23	-0.13	0.88	0.38	0.65	0.47	0.24	0.07
YJR132W	-0.56	-3.33	-1.76	-1.15	-1.27	-0.91	-0.04	-0.38
YJR133W	-0.29	-0.07	0.23	0.19	0.42	-0.02	0.17	0.27
YJR134C	0.04	-0.59	-0.19	0.45	0.33	-0.14	0.38	0.32
YJR135C	-0.53	0.09	-0.74	-1.4	-0.47	-1.4	0.02	0.17
YJR136C	0.16	-0.95	-0.41	-0.27	-0.22		0.21	0.1
YJR137C	-0.34	-1	-0.2	-0.06	0.16	0.33	0.33	0.08
YJR138W	0.62	-0.02	-0.14	0.44	-0.12	-0.29	-0.12	-0.62
YJR139C	-0.48	-0.03	0.46	-0.37	-0.29	0.07	-0.48	-0.56
YJR140C	-0.33	-1.22	-0.79	-0.09	-0.55	-0.47	0.04	-0.06
YJR141W	-0.76	-0.65	-0.74	-0.87	-0.44	-0.47	0.03	0.18
YJR142W	0.06	-0.03	0.22	0.54	0.39	-0.26	0.16	0.14
YJR143C	-0.75	-1.61	-1.06	-1.89	-1.46	-0.69	-0.6	-0.84
YJR144W	-0.73	-1.22	-1	-0.44	-0.46	-1.05	-0.06	0.16
YJR145C	-0.62	-1.09	-1.51	-2.29	-1.87	-1.58	-0.96	-0.89
YJR146W		-0.34	-0.41	0.24	-0.01		-0.03	-0.14
YJR147W	-1.3	-1.59	-0.86	-1.64	-1.1	-0.32	-0.38	-0.43
YJR148W	0.1	0.38	1.53	1.88	2.03	1.36	1.04	0.55
YJR149W	0.34	0.71	1.58	1.39	1.73	1.36	0.41	-0.15
YJR150C	-0.36	-1	-1.11	-1.22	-1.52	-1	-1.41	-3.05
YJR151C	-0.08	-0.5	0.89	0	-0.15	0.19	-0.01	0.06
YJR152W	0.26	0.33	0.12	0.04	0.05	-0.36	0.43	0.19
YJR153W	-0.34	-0.35	0.08	-0.31	0.23	0.49	0.11	0.11
YJR154W	0.18	-0.12	-0.49	-0.38	-0.22	0.1	0.51	0.28
YJR155W	-0.15	0.13	0.4	0.04	0.24	0.04	0.26	0.17
YJR156C	0.06		0.62	0.36	0.76	0	0.99	0.77
YJR157W	0.32	-0.6	-0.17	-0.42		-0.01	-0.53	
YJR158W	-0.07	-0.32	0.59	0.72	0.19	0.18	0.33	0.57
YJR159W	0.34		1.06	0.11		0.12	-0.2	
YJR160C	0.58	-0.18	-0.05		0.42	0.04	0.02	-0.81
YJR161C	0.23	0.66	1.21	0.59	0.52	0.58	0.07	0.03
YJR162C	-0.13	-0.33	-0.3	-0.67	-0.98	-0.38	-0.36	-0.4
YKL001C	0.12	0.4	-0.47	-0.92	0.03	0.09	0.06	1.81
YKL002W	-0.35	-0.3	-0.36	-0.16	-0.21	-0.67	-0.27	-0.01
YKL003C	-0.52	0.29	0.26	0.02	0.64	0.32	0.39	0.34
YKL004W	-1.11	-2.16	-2.12	-2.16	-2.29	-1.47	-0.76	-0.71
YKL005C	-0.57	-0.45	-0.15	-0.37	-0.07	-0.02	-0.14	0.21
YKL006C-A								
YKL006W	-0.64	-1.03	-2	-2.79	-2.06	-1.35	-0.97	-0.78
YKL007W	0.35	0.75	0.72	0.96	0.74	0.06	0.57	0.52
YKL008C	-0.35	-0.32	-0.06	-1.06	-0.58	-0.09	0.2	0.11
YKL009W	-1.76	-3.51	-4.06	-3.64	-3.06	-2.32	-1.09	-0.6
YKL010C	1.5	-0.25	0.73	0.21			0.21	1.58
YKL011C	-0.2	-0.23	-0.05	0.25	0.39	-0.23	0.42	0.82
YKL012W	-0.07	0.09	0.12	0.27	0.29	0.03	0.04	0.4
YKL013C	0.08	0.49	0.8	1.03	0.74	0.23	0.11	0.29
YKL014C	-0.28	-0.72	-1.89	-1.84	-1.67	-0.67	-0.56	-0.25
YKL015W	-0.49	-1.14	-0.21	0.05	-0.27	-0.18	0.05	0.33
YKL016C	0.22	0.83	0.55	0.28	0.26	-0.22	0.08	0.39
YKL017C	-0.2	-0.32	0.03	0.16	0.2	-0.47	0.08	0.14
YKL018W	-0.13	0.01	0.05	-0.08	-0.08	0.68	-0.19	-0.02
YKL019W	-0.41	-0.25	-0.07	-0.02	-0.33	-0.36	-0.16	-0.09
YKL020C	0.4	0.01	0.58	0.38	0.11	0.26	-0.42	0.23
YKL021C	-1.34	-2.79	-2.6	-2.03	-2.09	-1.79	-0.92	-0.72
YKL022C	0.04	-0.32	0.02	0.13	0.01	0.3	0.12	0.39
YKL023W	0.24	0.38	0.5	0.84	0.52	-0.36	0.21	0.48
YKL024C	-0.73	-0.62	-1.38	-1.89	-1.69	-1.24	-0.35	-0.51
YKL025C	-0.02	-0.4	0.47	0.42	0.19	-0.62	0.03	0.06
YKL026C			2.02	1.64	2.35			
YKL027W	-0.39	-0.98	-0.68	-0.24	-0.15	-0.74	-0.13	0.3
YKL028W	-0.69	-0.4	-0.63	-0.58	-0.27	-0.16	-0.34	-0.3
YKL029C	-0.76	-2.42	-3.47	-2.56	-1.84	0.38	1	0.39
YKL030W	-0.92	-1.47	-1.97	-2.4	-1.58	0.64	0.79	-0.05
YKL031W	0.71	0.59	-0.16	-0.23			0.11	-0.15
YKL032C	0.15	-0.32	-0.17	-0.72	-0.66	-0.8	-0.1	-0.1
YKL033W	-0.76	-1.45	-1	-0.68	-0.57	-0.81	-0.04	-0.07
YKL034W	-0.21	0.32	1.15	0.33	0.77	0.94	0.04	-0.23
YKL035W	2.23	3.05		4.25	3.36	1.92	0.99	0.99
YKL036C	1.7	2.02	3.37	2.59	2.25	1.42	0.26	0.25
YKL037W							-0.27	-0.45
YKL038W	0.02	-0.23	0.79	0.55	0.27		0.17	
YKL039W	-0.14	-0.2		1.04	0.96	0.52	0.01	0.07
YKL040C	-0.25	-0.37	-0.62	-0.48	-0.06	-0.32	-0.07	0.36
YKL041W	-0.56	-0.45		0.19	0.3	-0.3	-0.01	0.3
YKL042W	-0.12	-0.47	-0.56	-0.49	-0.19	-0.97	0.21	-0.04
YKL043W	2.37	1.34		0.54	0.06	-0.03	-0.76	-0.38
YKL044W	1.64	0.45	0.7	-0.1	-0.26		-0.81	-1.06
YKL045W	-0.23	-0.97		-0.86	-0.89	-0.86	0.15	-0.22
YKL046C	-0.65	-0.39	-0.1	-0.37	-0.35	-0.11	-0.29	-0.54
YKL047W	-0.24	-1.06		-0.51	-0.48	-0.8	-0.14	-0.2
YKL048C	-1.1	-0.84	-0.93	-1	-0.67	-0.42	-0.23	
YKL049C	-0.49	-0.33		-0.42	-0.63	-1.22	0.05	0.55
YKL050C	-0.18		-0.85	-0.67	-0.26	0.24	0.04	
YKL051W	0.34	0.06		0.67	0.37	-0.19	-0.58	-0.47
YKL052C	-0.11	0.34	-0.22	0.13	-0.12	0.06	-0.28	-0.14
YKL053W	0.19	0.16	-0.18	-0.03	-0.16	-0.44	-0.22	-0.17
YKL054C	0.05	-0.48	-0.45	0.06	0.34	0.18	0.28	
YKL055C	-0.56	-1.53	-0.92	-0.92	-0.94	-0.49	-0.52	-0.94
YKL056C	-0.6	-0.42	-0.97	-1.95	-2.09	-1.43	-1.17	-1
YKL057C	-0.46	-1.42	-0.43	-0.47	-0.66	-0.47	-0.47	-0.51
YKL058W	-0.93	-0.07	-0.07	-0.5	-0.32	-0.27	-0.65	-0.81
YKL059C	-0.14	-0.64	-0.29	-0.04	0.1		0.07	-0.38
YKL060C	0.26	0.41	0.87	0.39	0.27	-0.23	-0.2	-0.3
YKL061W	-0.12	-0.48	-0.4	-0.15	-0.24		-0.56	-0.49
YKL062W	0.62	1.09	2.12	1.39	0.93	-0.23	0.04	-0.14
YKL063C	-0.49	-0.58	-0.45	-0.01	-0.22	-1.06	-0.06	0.19
YKL064W	0.14	0.37	0.89	0.44	0.59	-0.08	0.11	0.03
YKL065C	0.16	0.98	1.63	1.72	1.58	0.91	0.19	0.16
YKL066W	0.3	1.29	0.83	1.09	1.47	0.96	0.45	-0.03
YKL067W	0.42	1.05	1.57	1.65	1.66	0.88	0.86	0.6
YKL068W	-1.24	-2.02	-0.86	-1.17	-1.05	-0.93	-0.49	-0.39
YKL069W	0.28	0.2	0.35	0.44	0.41	-0.01	1	1.44
YKL070W	-0.77	-0.34	-0.47	-0.82	-0.8	-0.81	-0.35	-0.42
YKL071W	-0.7	-1.6	-1.17	-0.74	-1.12	-1.1	-0.6	-0.54
YKL072W	-0.59	-0.99	-0.92	-1.36	-0.77	-0.32	0.06	-0.09
YKL073W	-0.63	-1.12	-0.57	-0.76	-0.59	-0.38	0.01	-0.22
YKL074C	-1.24	-1.1	-0.79	-1.15	-0.56	-0.09	-0.07	-0.6
YKL075C	-0.2	-0.48	-0.45	0.01	0.22	-0.25	0.11	0.23
YKL076C	-0.49	-0.18	-0.43	-0.53	-0.3	-0.11	-0.43	-0.74
YKL077W	-0.29	-0.7	-0.27	-0.2	-0.14	-0.41	-0.14	-0.09
YKL078W	-2.75	-2.36	-3.84	-5.35	-3.74	-2.74	-1.58	-1.74
YKL079W	0.06	-0.1	0.06	0.59	0.72	-0.5	0.32	0.31
YKL080W	-0.52	-0.61	-0.29	-0.98	-0.66	-0.35	-0.71	-1
YKL081W	-0.1	-0.91	-0.99	-1.7	-2.32	-2.16	-1.4	-1.29
YKL082C	-1.51	-2.64	-2.94	-2.6	-1.69	-1.38	-0.58	-0.2
YKL083W	-0.08	-0.74	-1.81	-0.97	-0.32	0.27		3.09
YKL084W	-0.36	-0.36	-0.51	-0.94	-0.51	-0.47	0.25	0.1
YKL085W	0.7	1.69	2.32	2.58	2.04	1.51	0.94	0.51
YKL086W	0.2	0.19	-0.22	-0.01		0.07	0.3	-0.22
YKL087C	-0.34	0	0.33	0.82	0.53	0.44	0.43	0.15
YKL088W	0.2	0	0.38	0.29	0.39	-0.23	0.34	0.31
YKL089W	0.03	-0.71	-0.92	-0.38	-0.49	-0.3	0.44	0.08
YKL090W	-0.04	-0.34	-0.29	-0.12	0.01	-0.09	0.16	0.45
YKL091C	1.9	2.9	3.81	3.82	3.26	2.28	1.16	1.11
YKL092C	-0.03	-0.56	-0.24	-0.29	-0.4	-0.48	0.27	-0.04
YKL093W	0.66	1.04	2.27	1.84	1.45	0.86	0.38	0.12
YKL094W	0.5	1.25	1.42	1.17	1.18	0.65	0.79	0.94
YKL095W	0.1	-0.29	0.37	0.76	0.44	0.1	0.34	0.26
YKL096W	1.19	3.19	4.04	3.65	3.71	4.24	2.24	1.72
YKL097C	0.24		0.06	-0.2		0.37	-0.76	
YKL098W	-0.12	-0.14	-0.09	-0.01	-0.04	-0.06	0.25	
YKL099C	-1.69	-3.18	-4.64	-3.84	-3.32	-1.94	-0.89	-0.27
YKL100C	0.48	0.67	1.66	1.46	0.8	0.48	0.04	-0.06
YKL101W	-0.3	-0.81	-0.89	-1.12	-0.86	0.01	0.6	0.25
YKL102C			-0.01	-0.29		-0.49	-0.04	
YKL103C	1.56	3.44	4.22	4.08	4.13	3.89	2.25	1.94
YKL104C	0.01	-0.32	0.48	0.49	0.28	0.51	0.37	0.2
YKL105C	0.31	0.43	0.96			0.51	-0.06	0.28
YKL106W	-0.92	-1.56	-0.92	-0.42	-0.71	0	-0.38	
YKL107W		0.87						
YKL108W	-0.58	-0.79	-0.76	-0.47	-0.69	-0.22	-0.25	
YKL109W	3.09	2.38	2.83	2.58			0.46	
YKL110C	-0.43	-1.6	-1.6	-1.4	-1.43	-1.69	-0.45	
YKL111C	0.26	0.16	0.15	0.08	-0.22	-0.54	0.04	0.03
YKL112W	-0.04	-0.74	0.03	0.3	-0.06	-0.09	-0.14	0.04
YKL113C	-0.62	-1.42	-2.15	-1.9	-1.84	-1.12	0.12	-0.07
YKL114C	-0.74	-1.12	-0.81	-0.38	-0.45	-0.51	-0.3	0.03
YKL115C	0.12	0.01	-0.2	-0.6			-0.56	
YKL116C	-0.69	-1.12	-0.54	-0.64	-0.86	-0.54	-0.81	-0.79
YKL117W	0.28	0.6	0.71	0.97	0.89	0.29	0.32	0.39
YKL118W	-0.47	-0.69	-0.81	-0.6	-0.74	-0.32	-0.6	-0.56
YKL119C	-0.38	0.01	-0.56	-0.79	-0.34	-0.45	-0.54	-0.54
YKL120W	-1.43	-1.79	-1.64	-1.03	-1	-0.34	-0.2	0.03
YKL121W	0.91		1.59	1.3			0.51	0.38
YKL122C	-0.81	-1.36	-1.89	-0.92	-1.15	-1.18	-0.6	-0.23
YKL123W	0.5		0.82	0.56	0.78		0.19	0.24
YKL124W	0.63	0.41	1.06	1.17	0.86	0.58	0.33	0.28
YKL125W	-1.36	-1.84	-1.36	-1.43	-1.09	-0.71	-0.25	0.01
YKL126W	0.12	0.38	1.18	1.05	0.33	0.28	-0.18	0.07
YKL127W	0.07	-0.12	0.06	0.08	-0.71	-0.32	0.12	-0.36
YKL128C	-0.38	-0.42	-0.47	-0.14	-0.58	0.31	-0.17	-0.07
YKL129C	0.49	0.74	1.4		1.48			
YKL130C								
YKL131W			-1.25	-1.32	-1.4	-0.71	-0.62	-0.84
YKL132C								
YKL133C			1.15	1.67	1.57	0.21	-0.15	
YKL134C								
YKL135C	-0.36	-1.03	-0.15	0.03	-0.06	-0.38	-0.27	0.04
YKL136W								
YKL137W	-0.3	0.12	-0.29	0.26	0.42	-0.34	-0.09	-0.06
YKL138C								
YKL139W	-0.67	-0.74	-0.43	-0.07	-0.14	-0.27	-0.01	0.31
YKL140W								
YKL141W	0.52	1.44	1.45	1.26	1	0.74	0.1	0.26
YKL142W	1.6	2.14	2.03	2.53	2.5	0.88		1.15
YKL143W	-1.43	-3.64	-5.06	-4.64	-4.64	-2.32	-0.81	-0.34
YKL144C	-0.64	-1.56	-2.32	-1.64	-1.36	-0.86	-0.03	0.08
YKL145W	-0.03	0.29	0.6	0.73	0.65	0.46	0.3	0.23
YKL146W	0.01	-0.15	0.54	0.53	0.54	0.43	0.04	0.14
YKL147C	0.04	-0.47	0.59	0.24	0.29	0.33	0.08	0.19
YKL148C	1.7	2.51	2.99	2.65	2.55	2.14	1	0.83
YKL149C	-0.38	-0.27	-0.22	-0.42	-0.17	-0.32	-0.15	
YKL150W	1.69	2.35	2.71	3.02	2.51	1.49	0.93	1.18
YKL151C	1.77	3.51	4.46	4.5	4.26	3.36	0.89	
YKL152C	0.34	0.49	0.45	0.52	0.25	0	0.11	-0.01
YKL153W	0.3	0.85	0.55	0.04	0.14	-0.01	-0.17	-0.36
YKL154W	-1.09	-1.69	-1.06	-0.67	-0.81	-0.62	-0.36	
YKL155C	-0.3	-0.92	-0.18	0.16	0.48	-0.15	0.03	0.14
YKL156W	-1.03	-2.64	-2.32	-1.84	-1.56	-1.69	-0.94	
YKL157W	-0.15	-0.51	0.93	0.98	0.96	0.93	0.59	0.49
YKL158W	-0.4	-2.64	-0.92	-1.15	-1	-0.94	-0.56	
YKL159C		0.39	0.21	0	0.1	-0.6	0.12	-0.18
YKL160W	0.55	-0.36	-0.27	0.1	0.24	-0.36	0.37	
YKL161C			0.04	0.07	0.71	0.25	0.59	0.01
YKL162C		0.06	1.09		0.75	-0.14	-0.4	
YKL163W	-0.17	0.52	1.54	1.42	1.66	1.2	0.08	-0.51
YKL164C	-0.27	-0.2	1.11	0.95	0.31	0.71	-0.12	
YKL165C	-0.77	-1.27	-0.96	-1.51	-1.06	-0.58	-0.1	-0.71
YKL166C	-0.74	-1.74	-1.47	-1.18	-0.96	-0.95	0.08	-0.43
YKL167C	-0.12	0.54	0.34	0.38	0.77	-0.12	0	-0.01
YKL168C	0.44	0.28		1.05	0.93	0.4	0.18	0.14
YKL169C	0.06	0.24	0.14	0.11	0.55	-0.12	-0.34	-0.4
YKL170W	-0.04	-0.01		0.39	0.5	-0.3	-0.12	-0.3
YKL171W	0.83	0.71	0.92	0.54	0.96	0.69	0.29	0.24
YKL172W	-1.64	-4.64		-3.47	-2.64	-2.18	-0.51	0.12
YKL173W	-0.49	-0.6	-0.62	-0.69	-0.15	-0.34	-0.34	-0.49
YKL174C	-0.54	-1.12		-0.62	-0.45	-0.29	-0.4	-0.4
YKL175W	-0.81	-0.67	-0.43	-0.67	-0.45	0.11	-0.54	-0.6
YKL176C	-1.15	-2.32	-1.36	-1.15	-1.25	-1.06	-0.79	-0.54
YKL177W			-0.18					
YKL178C	0.28							
YKL179C	-0.01	-0.07	0.12	0.18	0.11	-0.12	-0.07	0.12
YKL180W	-0.29	-1.32	-1.94	-2	-1.84	-1.29	-0.56	-0.36
YKL181W	-1.03	-1.74	-2.47		-2.32			
YKL182W	0.07	-1.64	-1.89	-1.74	-1.6		0.21	-0.38
YKL183W								
YKL184W	-0.01	-0.43	-0.03	-0.45	-0.54	-0.09	-0.32	-0.32
YKL185W	-1.12	-0.51	-0.18	-0.56	-0.81	-0.76	-1.06	-0.94
YKL186C	-0.38	-0.69	-0.94	-0.67	-0.86	-0.64	-0.12	0.12
YKL187C	0.6	1.41	2.95	2.31	1.89	0.62	-0.3	0.11
YKL188C		0.58	1.27	1.1	1.06	0.4		0.1
YKL189W	0.23	0.21	0.48	0.53	0.58	0.1	0.03	0.25
YKL190W	-0.03	0.18	0.18	0.39	0.12	-0.36	0.24	0.26
YKL191W	-1.12	-2.47	-2.64	-2.94	-2.4	-0.79	-0.49	-0.47
YKL192C	0	0.5	0.84	0.63	0.24	0.38	0.4	0.2
YKL193C	0.93	1.94	1.8	1.87	1.95	1.24	1.16	1.06
YKL194C	1.32	0.43	0.76	0.58	0.45	0.06	-0.01	-0.12
YKL195W	0.29	0.86	1.3	1.48	1.72	0.52	0.49	0.44
YKL196C	-0.34	-0.42	-0.29	-0.4	-0.47	-0.6	0.03	0.21
YKL197C	-0.24	-0.16	0.42	0.29	0.18	0.8	0.48	0.31
YKL198C	0.36	-0.47	-0.09	-0.36	-0.6	0.06	0.18	0.1
YKL199C	0.36	0.59	0.1		3.73	0.44		
YKL201C	0.54	1.51	0.38	0.82		1.5	0.86	0.61
YKL202W	0.48	1.01	0.08	1.04	0.68	1.2	0.52	0.97
YKL203C		-0.32	0.23	0.29	0.3			
YKL204W	-0.09	-1.06	0.43	0.93	0.07	0.12	-0.03	-0.07
YKL205W		-1.74	-1.18					
YKL206C								
YKL207W								
YKL208W		-0.27	0.24	0.34	0.68	-0.09	0.06	0.3
YKL209C	-0.84	-1.51	-0.51	-0.54	-0.67		-0.76	-0.67
YKL210W	-0.04	-1.03	0.58	0.95	0.93	1.23	0.44	0.52
YKL211C	-0.15	-0.25	-0.34	-0.47	-0.62		-0.3	-0.2
YKL212W	-0.17	-1.4	-0.49	-0.18	-0.32	-0.23	-0.38	-0.23
YKL213C	0.96	0.49	1.21					
YKL214C	-0.32	-0.6		-0.45	-0.79	-0.62	-0.64	-0.32
YKL215C	0.28		0.89	0.44	0.53			
YKL216W	-0.3	-2.12		-4.32	-4.32	-2.64	-0.07	-0.64
YKL217W			2	0.9				
YKL218C								
YKL219W								
YKL220C		-0.07	0.04	0.11	0.12		-0.15	0.29
YKL221W			0.14					
YKL222C	-0.07	-0.18	-0.15	0.21	-0.17		0.14	0.51
YKL223W	0.01		-0.54	-1.15	-0.67		-0.2	-0.56
YKL224C	-0.09	0.1	0.06	0.23	-0.4		-0.06	0.12
YKL225W			-0.71	-1.09			-0.69	-0.12
YKR001C	-0.17	-0.67	0.18	0.41	0.15	0.01	-0.15	-0.29
YKR002W	-0.14	0.18	0.29	0.26	0.11	-0.3	-0.17	0.04
YKR003W								
YKR004C	-0.15	0.15	-0.01	-0.2	-0.18	-0.18	0.12	0.55
YKR005C								
YKR006C		3.28						
YKR007W	0	-0.42	-0.29	0.31	0.5	-0.27	0.2	0.03
YKR008W	0.11	-0.36	-0.25	-0.27	-0.2	-0.74	-0.27	0.32
YKR009C		0.2	1.28	1.11	1.18	0.65	0.31	-0.32
YKR010C	-0.35	-1.04	-0.82	-0.5	-0.66	-0.51	-0.01	0.34
YKR011C	1.94	2.32	2.56	3.08	2.81	1.45	1.38	1.36
YKR012C	-0.38	-0.81	-1.25	-1.12	-0.89		0.59	-0.25
YKR013W	-0.43	-1.43	-1.89	-1.64	-1.18	0.37	0.9	0.24
YKR014C	-0.34	0.2	0.33	0.1	0.01	-0.12	-0.51	
YKR015C		-0.29	0.21	0.03	-0.03		0.15	
YKR016W	0.49	0.79	1.14	1.2	1.3	0.68	0.38	
YKR017C								
YKR018C								
YKR019C	-0.49	-0.79	-0.32	-0.54	-0.38	-0.22	-0.06	0.12
YKR020W	0.03	0.06	0.14		0.33	-0.49	-0.22	0.44
YKR021W	-0.09	-0.74	0.08	0.12	0.03	-0.18	-0.25	0.16
YKR022C	-0.4	-0.71	-0.64	-0.54	-0.2	0.7	-0.32	0.38
YKR023W	-0.23	-0.54	-0.29	0.25	0.07	-0.38	0	0.39
